sentence,wnli_sent1,wnli_sent2,label,wsc_num,fold_num
I'm sure that my map will show this building; it is very famous. The it is more likely to refer to this building than my map because  of the way it is built.,I'm sure that my map will show this building; it is very famous. ,The it is more likely to refer to this building than my map because  of the way it is built.,0,75,1
I'm sure that my map will show this building; it is very famous. The it is more likely to refer to this building than my map because  of the location of the building. It is located in the middle of the city.,I'm sure that my map will show this building; it is very famous. ,The it is more likely to refer to this building than my map because  of the location of the building. It is located in the middle of the city.,0,75,4
I'm sure that my map will show this building; it is very famous. The it is more likely to refer to this building than my map because  of its shape (flat) and the fact that it is located on the same street as the old,I'm sure that my map will show this building; it is very famous. ,The it is more likely to refer to this building than my map because  of its shape (flat) and the fact that it is located on the same street as the old,0,75,0
I'm sure that my map will show this building; it is very famous. The it is more likely to refer to this building than my map because  it is quite tall.,I'm sure that my map will show this building; it is very famous. ,The it is more likely to refer to this building than my map because  it is quite tall.,0,75,3
I'm sure that my map will show this building; it is very famous. The it is more likely to refer to this building than my map because the map shows the building,I'm sure that my map will show this building; it is very famous. ,The it is more likely to refer to this building than my map because the map shows the building,1,75,0
I'm sure that my map will show this building; it is very famous. The it is more likely to refer to this building than my map because it is the way to built,I'm sure that my map will show this building; it is very famous. ,The it is more likely to refer to this building than my map because it is the way to built,0,75,4
"I'm sure that my map will show this building; it is very famous. The it is more likely to refer to this building than my map because Yes, this is correct.....the map is very good",I'm sure that my map will show this building; it is very famous. ,"The it is more likely to refer to this building than my map because Yes, this is correct.....the map is very good",0,75,3
I'm sure that my map will show this building; it is very famous. The it is more likely to refer to this building than my map because that my map will show building very clarly,I'm sure that my map will show this building; it is very famous. ,The it is more likely to refer to this building than my map because that my map will show building very clarly,0,75,2
Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because He is very generous. Bob paid for Charlie's college education,Bob paid for Charlie's college education. He is very generous. ,The He is more likely to refer to Bob than Charlie because He is very generous. Bob paid for Charlie's college education,1,76,4
Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because paying is generous,Bob paid for Charlie's college education. He is very generous. ,The He is more likely to refer to Bob than Charlie because paying is generous,1,76,3
Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because Bob was generous to pay for Charlie,Bob paid for Charlie's college education. He is very generous. ,The He is more likely to refer to Bob than Charlie because Bob was generous to pay for Charlie,1,76,0
Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because MORE LIKELY TO REFER TO BOB CHARLIE,Bob paid for Charlie's college education. He is very generous. ,The He is more likely to refer to Bob than Charlie because MORE LIKELY TO REFER TO BOB CHARLIE,0,76,2
"Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because  this isn't a character who has an easy time of it, and he's a very smart man",Bob paid for Charlie's college education. He is very generous. ,"The He is more likely to refer to Bob than Charlie because  this isn't a character who has an easy time of it, and he's a very smart man",0,76,0
Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because  Bob is the main character and Charlie is the main antagonist.,Bob paid for Charlie's college education. He is very generous. ,The He is more likely to refer to Bob than Charlie because  Bob is the main character and Charlie is the main antagonist.,0,76,2
Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because Charlie received the benefit so he would be grateful,Bob paid for Charlie's college education. He is very generous. ,The He is more likely to refer to Bob than Charlie because Charlie received the benefit so he would be grateful,0,76,3
Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because Charlies is referred to as the pronoun here a word that can function by itself as a noun phrase and that refers either to the participants in the discourse,Bob paid for Charlie's college education. He is very generous. ,The He is more likely to refer to Bob than Charlie because Charlies is referred to as the pronoun here a word that can function by itself as a noun phrase and that refers either to the participants in the discourse,0,76,0
"Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because having his education paid,should make him grateful",Bob paid for Charlie's college education. He is very generous. ,"The He is more likely to refer to Bob than Charlie because having his education paid,should make him grateful",0,76,1
Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because charlie got his tuition paid so the he would be charlie as the grateful one.,Bob paid for Charlie's college education. He is very generous. ,The He is more likely to refer to Bob than Charlie because charlie got his tuition paid so the he would be charlie as the grateful one.,0,76,1
Bob paid for Charlie's college education. He is very generous. The He is more likely to refer to Bob than Charlie because bob paid the college education for charlie,Bob paid for Charlie's college education. He is very generous. ,The He is more likely to refer to Bob than Charlie because bob paid the college education for charlie,0,76,4
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because Charlie received the benefit so he would be grateful,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because Charlie received the benefit so he would be grateful,1,77,0
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because Charlies is referred to as the pronoun here a word that can function by itself as a noun phrase and that refers either to the participants in the discourse,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because Charlies is referred to as the pronoun here a word that can function by itself as a noun phrase and that refers either to the participants in the discourse,0,77,0
"Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because having his education paid,should make him grateful",Bob paid for Charlie's college education. He is very grateful. ,"The He is more likely to refer to Charlie than Bob because having his education paid,should make him grateful",1,77,4
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because charlie got his tuition paid so the he would be charlie as the grateful one.,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because charlie got his tuition paid so the he would be charlie as the grateful one.,1,77,1
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because bob paid the college education for charlie,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because bob paid the college education for charlie,1,77,2
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because  he is the only other person with that name.,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because  he is the only other person with that name.,0,77,2
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because  he has a very similar father to Charlie's father.,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because  he has a very similar father to Charlie's father.,0,77,2
"Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because  of the circumstances of his birth."" -C.B.",Bob paid for Charlie's college education. He is very grateful. ,"The He is more likely to refer to Charlie than Bob because  of the circumstances of his birth."" -C.B.",0,77,3
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because  it was Charlie who started the discussion and who encouraged Charlie to take up the challenge.,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because  it was Charlie who started the discussion and who encouraged Charlie to take up the challenge.,0,77,0
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because He is very generous. Bob paid for Charlie's college education,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because He is very generous. Bob paid for Charlie's college education,0,77,1
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because paying is generous,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because paying is generous,0,77,3
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because He is very generous.Bob paid for Charlie's college education,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because He is very generous.Bob paid for Charlie's college education,0,77,1
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because Bob was generous to pay for Charlie,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because Bob was generous to pay for Charlie,0,77,4
Bob paid for Charlie's college education. He is very grateful. The He is more likely to refer to Charlie than Bob because MORE LIKELY TO REFER TO BOB CHARLIE,Bob paid for Charlie's college education. He is very grateful. ,The He is more likely to refer to Charlie than Bob because MORE LIKELY TO REFER TO BOB CHARLIE,0,77,3
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because now Charlie acts as though it never happened. He is very hurt Bob paid for Charlie's college education","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ",The He is more likely to refer to Bob than Charlie because now Charlie acts as though it never happened. He is very hurt Bob paid for Charlie's college education,1,78,2
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because Bob is hurt Charlie acts like it never happened","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ",The He is more likely to refer to Bob than Charlie because Bob is hurt Charlie acts like it never happened,1,78,1
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because He is very hurt Bob paid for Charlie's college education, but now Charlie acts as though it never happened","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ","The He is more likely to refer to Bob than Charlie because He is very hurt Bob paid for Charlie's college education, but now Charlie acts as though it never happened",1,78,1
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because Bob was hurt for the behavior of Charlie","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ",The He is more likely to refer to Bob than Charlie because Bob was hurt for the behavior of Charlie,1,78,4
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because MORE LIKELY BOB CHARLIE","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ",The He is more likely to refer to Bob than Charlie because MORE LIKELY BOB CHARLIE,0,78,3
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because  he is the one who is the one who did all the work and he did all the housework","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ",The He is more likely to refer to Bob than Charlie because  he is the one who is the one who did all the work and he did all the housework,0,78,2
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because  he is the one who started the whole thing.","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ",The He is more likely to refer to Bob than Charlie because  he is the one who started the whole thing.,1,78,0
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because Charlie is the one who acts like it never happened","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ",The He is more likely to refer to Bob than Charlie because Charlie is the one who acts like it never happened,1,78,4
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because He is very ungrateful Bob paid for Charlie's college education, but now Charlie acts as though it never happened.","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ","The He is more likely to refer to Bob than Charlie because He is very ungrateful Bob paid for Charlie's college education, but now Charlie acts as though it never happened.",1,78,0
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. The He is more likely to refer to Bob than Charlie because CHARLIE REFER TO BOB","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt. ",The He is more likely to refer to Bob than Charlie because CHARLIE REFER TO BOB,0,78,3
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because Charlie is the one who acts like it never happened","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ",The He is more likely to refer to Charlie than Bob because Charlie is the one who acts like it never happened,1,79,4
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because He is very ungrateful Bob paid for Charlie's college education, but now Charlie acts as though it never happened.","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ","The He is more likely to refer to Charlie than Bob because He is very ungrateful Bob paid for Charlie's college education, but now Charlie acts as though it never happened.",1,79,1
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because Charlie is ungrateful for not appreciating a help","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ",The He is more likely to refer to Charlie than Bob because Charlie is ungrateful for not appreciating a help,1,79,3
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because CHARLIE REFER TO BOB","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ",The He is more likely to refer to Charlie than Bob because CHARLIE REFER TO BOB,0,79,2
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because now Charlie acts as though it never happened. He is very ungratefu so ob paid for Charlie's college education","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ",The He is more likely to refer to Charlie than Bob because now Charlie acts as though it never happened. He is very ungratefu so ob paid for Charlie's college education,1,79,1
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because  of the way he has treated Charlie since the beginning.","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ",The He is more likely to refer to Charlie than Bob because  of the way he has treated Charlie since the beginning.,0,79,3
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because  he is a 'he' and not a 'she'.","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ",The He is more likely to refer to Charlie than Bob because  he is a 'he' and not a 'she'.,0,79,0
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because  the story tells of how, after he and the others were captured, he and his father, George","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ","The He is more likely to refer to Charlie than Bob because  the story tells of how, after he and the others were captured, he and his father, George",0,79,0
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because  he is a very selfish and self-centered human being, and a very controlling one at that.","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ","The He is more likely to refer to Charlie than Bob because  he is a very selfish and self-centered human being, and a very controlling one at that.",0,79,2
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because  he can't accept the fact that he has a job. He is just in denial.","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ",The He is more likely to refer to Charlie than Bob because  he can't accept the fact that he has a job. He is just in denial.,0,79,0
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. The He is more likely to refer to Charlie than Bob because MORE LIKELY BOB CHARLIE","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful. ",The He is more likely to refer to Charlie than Bob because MORE LIKELY BOB CHARLIE,0,79,4
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. The he is more likely to refer to Bob than Adam because people with a lucky rival would not win","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. ",The he is more likely to refer to Bob than Adam because people with a lucky rival would not win,1,80,3
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. The he is more likely to refer to Bob than Adam because Adam got lucky and did not lose to bob for he would have won if Adam had not run good luck","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. ",The he is more likely to refer to Bob than Adam because Adam got lucky and did not lose to bob for he would have won if Adam had not run good luck,0,80,1
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. The he is more likely to refer to Bob than Adam because Good luck man's luck has not run suddenly","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. ",The he is more likely to refer to Bob than Adam because Good luck man's luck has not run suddenly,1,80,1
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. The he is more likely to refer to Bob than Adam because  the cards were stacked against him, but if the 'she' is the 'she that got away","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. ","The he is more likely to refer to Bob than Adam because  the cards were stacked against him, but if the 'she' is the 'she that got away",0,80,2
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. The he is more likely to refer to Bob than Adam because  he is the one who gets the 'he' card, however the cards can also refer to Adam","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. ","The he is more likely to refer to Bob than Adam because  he is the one who gets the 'he' card, however the cards can also refer to Adam",0,80,4
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. The he is more likely to refer to Bob than Adam because  he wasn't wearing his shirt.","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. ",The he is more likely to refer to Bob than Adam because  he wasn't wearing his shirt.,0,80,3
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. The he is more likely to refer to Bob than Adam because he got sudden run of good luck or else he would have lost","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. ",The he is more likely to refer to Bob than Adam because he got sudden run of good luck or else he would have lost,0,80,0
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. The he is more likely to refer to Bob than Adam because The pronoun refers to Adam and what he would have done","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. ",The he is more likely to refer to Bob than Adam because The pronoun refers to Adam and what he would have done,0,80,0
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. The he is more likely to refer to Bob than Adam because Adam because Bob was ahead.","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won. ",The he is more likely to refer to Bob than Adam because Adam because Bob was ahead.,0,80,2
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because Adam was losing at first making it likely that he ws the one with the sudden run of good luck","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because Adam was losing at first making it likely that he ws the one with the sudden run of good luck,1,81,3
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because he got sudden run of good luck or else he would have lost","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because he got sudden run of good luck or else he would have lost,1,81,4
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because The pronoun refers to Adam and what he would have done","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because The pronoun refers to Adam and what he would have done,1,81,3
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because Adam because Bob was ahead.","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because Adam because Bob was ahead.,1,81,2
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because  he was playing with him at the table, and the 'she' refers to Eve.","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ","The he is more likely to refer to Adam than Bob because  he was playing with him at the table, and the 'she' refers to Eve.",0,81,0
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because  he is a 'he'.","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because  he is a 'he'.,0,81,1
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because  he is the only person in the group that knows who the 'he' is.","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because  he is the only person in the group that knows who the 'he' is.,0,81,0
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because  he is the most 'intelligent' of the four.","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because  he is the most 'intelligent' of the four.,0,81,4
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because people with a lucky rival would not win","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because people with a lucky rival would not win,0,81,1
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because Good luck man's luck has not run suddenly","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because Good luck man's luck has not run suddenly,0,81,2
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. The he is more likely to refer to Adam than Bob because Adam was way ahead because he was lucky.","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost. ",The he is more likely to refer to Adam than Bob because Adam was way ahead because he was lucky.,1,81,0
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be gone by this time","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ","The he is more likely to refer to Adam than Bob because Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be gone by this time",1,82,0
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because Adam is the one that wants to leave work.","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ",The he is more likely to refer to Adam than Bob because Adam is the one that wants to leave work.,1,82,0
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because Adam is the one waiting to go home/leave","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ",The he is more likely to refer to Adam than Bob because Adam is the one waiting to go home/leave,1,82,4
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because Adam is gone when Bob gets there, and it says that Bob is late.","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ","The he is more likely to refer to Adam than Bob because Adam is gone when Bob gets there, and it says that Bob is late.",1,82,1
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because  he leaves home for work on time.","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ",The he is more likely to refer to Adam than Bob because  he leaves home for work on time.,0,82,3
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because  he's the one who is left behind.","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ",The he is more likely to refer to Adam than Bob because  he's the one who is left behind.,0,82,3
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because  he works at the shop.","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ",The he is more likely to refer to Adam than Bob because  he works at the shop.,0,82,2
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because  the idea of Adam is that he is a separate person from Bob, but if Bob has been dead","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ","The he is more likely to refer to Adam than Bob because  the idea of Adam is that he is a separate person from Bob, but if Bob has been dead",0,82,0
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because Adam was already at work, and Bob was the one that needed to arrive.","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ","The he is more likely to refer to Adam than Bob because Adam was already at work, and Bob was the one that needed to arrive.",1,82,4
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because Bob is not the one at work so it describes where he is","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ",The he is more likely to refer to Adam than Bob because Bob is not the one at work so it describes where he is,0,82,2
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because bob delayed the arrival of adam by not leaving home early","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ",The he is more likely to refer to Adam than Bob because bob delayed the arrival of adam by not leaving home early,1,82,1
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. The he is more likely to refer to Adam than Bob because I believe it refers to Bob, because Adam is already there.","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be gone by this time. ","The he is more likely to refer to Adam than Bob because I believe it refers to Bob, because Adam is already there.",0,82,1
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. The he is more likely to refer to Bob than Adam because Adam was already at work, and Bob was the one that needed to arrive.","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. ","The he is more likely to refer to Bob than Adam because Adam was already at work, and Bob was the one that needed to arrive.",1,83,0
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. The he is more likely to refer to Bob than Adam because Bob is not the one at work so it describes where he is","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. ",The he is more likely to refer to Bob than Adam because Bob is not the one at work so it describes where he is,1,83,1
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. The he is more likely to refer to Bob than Adam because Adam is waiting to be replaced: therefore Bob was the one not leaving for work on time","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. ",The he is more likely to refer to Bob than Adam because Adam is waiting to be replaced: therefore Bob was the one not leaving for work on time,1,83,1
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. The he is more likely to refer to Bob than Adam because bob delayed the arrival of adam by not leaving home early","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. ",The he is more likely to refer to Bob than Adam because bob delayed the arrival of adam by not leaving home early,1,83,3
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. The he is more likely to refer to Bob than Adam because I believe it refers to Bob, because Adam is already there.","Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time, he would be here by this time. ","The he is more likely to refer to Bob than Adam because I believe it refers to Bob, because Adam is already there.",1,83,2
